Num,Accuracy,Elapsed_time
1,0.9603999853134155,6.702898025512695
2,0.9606999754905701,6.699261903762817
3,0.9606999754905701,7.532511949539185
4,0.9602000117301941,7.44059681892395
5,0.9613000154495239,6.854974031448364
6,0.9609000086784363,7.259720087051392
7,0.961899995803833,7.3182923793792725
8,0.9632999897003174,7.155602216720581
9,0.9606999754905701,7.618844032287598
10,0.9621000289916992,6.768416166305542
11,0.9606000185012817,7.218691825866699
12,0.9574999809265137,7.162553071975708
13,0.9595999717712402,7.260946273803711
14,0.9629999995231628,6.7104809284210205
15,0.9602000117301941,7.123105049133301
16,0.9599999785423279,6.909668922424316
17,0.9596999883651733,7.585099935531616
18,0.9587000012397766,7.354190826416016
19,0.961899995803833,7.277030944824219
20,0.9595000147819519,11.664589166641235
21,0.9585000276565552,7.405586242675781
22,0.9624999761581421,7.301236867904663
23,0.9599999785423279,7.836958885192871
24,0.9613999724388123,7.355471134185791
25,0.9625999927520752,7.341274976730347
26,0.9587000012397766,7.201107025146484
27,0.9575999975204468,7.433884143829346
28,0.9607999920845032,7.1374688148498535
29,0.9610000252723694,6.70515513420105
30,0.9616000056266785,6.743186950683594
